"ASV"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV8728"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8729"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8730"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8731"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8732"	"Eukaryota"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Mychonastaceae"	"Mychonastes"	"Mychonastes_homosphaera"
"ASV8733"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8734"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8735"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8736"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8737"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8738"	"Eukaryota"	"Annelida"	"Polychaeta"	"Eunicida"	"Dorvilleidae"	"Ophryotrocha"	NA
"ASV8739"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8740"	"Eukaryota"	"Ascomycota"	"Sordariomycetes"	"Hypocreales"	"Acremonium"	"Acremonium"	"Acremonium_fuci"
"ASV8741"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8742"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8743"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8744"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8745"	"Eukaryota"	"Arthropoda"	"Malacostraca"	"Decapoda"	"Carcinidae"	"Carcinus"	"Carcinus_maenas"
"ASV8746"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8747"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8748"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8749"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8750"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8751"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8752"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8753"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8754"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8755"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8756"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8757"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8758"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8759"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8760"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8761"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8762"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8763"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8764"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8765"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8766"	"Eukaryota"	"Echinodermata"	"Ophiuroidea"	"Ophiurida"	"Amphiuridae"	"Amphipholis"	"Amphipholis_squamata"
"ASV8767"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8768"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8769"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8770"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8771"	"Eukaryota"	"Annelida"	"Polychaeta"	"Phyllodocida"	"Phyllodocidae"	"Eulalia"	"Eulalia_viridis"
"ASV8772"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8773"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8774"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8775"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8776"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8777"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8778"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8779"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8780"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8781"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8782"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8783"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8784"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8785"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8786"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8787"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8788"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8789"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8790"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8791"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8792"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8793"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8794"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8795"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8796"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8797"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8798"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8799"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8800"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8801"	"Eukaryota"	"Arthropoda"	NA	NA	NA	NA	NA
"ASV8802"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8803"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8804"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8805"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8806"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8807"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8808"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8809"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8810"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8811"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8812"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8813"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8814"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8815"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8816"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8817"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8818"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8819"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8820"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8821"	"Eukaryota"	"Chordata"	"Mammalia"	"Artiodactyla"	"Suidae"	"Sus"	"Sus_scrofa"
"ASV8822"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8823"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8824"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8825"	"Eukaryota"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Mychonastaceae"	"Mychonastes"	"Mychonastes_homosphaera"
"ASV8826"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8827"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8828"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8829"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8830"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8831"	"Eukaryota"	"Porifera"	"Homoscleromorpha"	"Homosclerophorida"	"Oscarellidae"	"Oscarella"	NA
"ASV8832"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8833"	"Eukaryota"	"Bryozoa"	"Gymnolaemata"	"Cheilostomatida"	"Bitectiporidae"	"Schizomavella"	"Schizomavella_linearis"
"ASV8834"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8835"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8836"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8837"	"Eukaryota"	"Echinodermata"	"Ophiuroidea"	"Ophiurida"	"Ophiotrichidae"	"Ophiothrix"	"Ophiothrix_fragilis"
"ASV8838"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8839"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8840"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8841"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8842"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8843"	"Eukaryota"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	NA	NA	NA
"ASV8844"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8845"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8846"	"Eukaryota"	"Arthropoda"	"Malacostraca"	"Amphipoda"	"Dexaminidae"	"Dexamine"	"Dexamine_thea"
"ASV8847"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8848"	"Eukaryota"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV8849"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8850"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8851"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8852"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8853"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8854"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8855"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8856"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8857"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8858"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8859"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8860"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8861"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8862"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8863"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8864"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8865"	"Eukaryota"	"Mollusca"	"Bivalvia"	"Ostreida"	"Ostreidae"	"Ostrea"	"Ostrea_edulis"
"ASV8866"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8867"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8868"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8869"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Leptothecata"	NA	NA	NA
"ASV8870"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Leptothecata"	"Obeliidae"	"Obelia"	"Obelia_dichotoma"
"ASV8871"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8872"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8873"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8874"	"Eukaryota"	"Arthropoda"	"Branchiopoda"	"Diplostraca"	"Podonidae"	"Pleopis"	"Pleopis_polyphemoides"
"ASV8875"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8876"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8877"	"Eukaryota"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV8878"	"Eukaryota"	"Bryozoa"	"Gymnolaemata"	"Cheilostomatida"	"Cribrilinidae"	"Cribrilina"	"Cribrilina_mutabilis"
"ASV8879"	"Eukaryota"	"Bryozoa"	"Gymnolaemata"	"Cheilostomatida"	"Cribrilinidae"	"Cribrilina"	"Cribrilina_mutabilis"
"ASV8880"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8881"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8882"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8883"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8884"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8885"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8886"	"Eukaryota"	"Bacillariophyta"	"Bacillariophyceae"	"Naviculales"	NA	NA	NA
"ASV8887"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8888"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8889"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8890"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8891"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8892"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8893"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8894"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8895"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8896"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8897"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8898"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8899"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8900"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8901"	"Eukaryota"	"Echinodermata"	"Echinoidea"	"Spatangoida"	"Loveniidae"	"Echinocardium"	"Echinocardium_cordatum"
"ASV8902"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8903"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8904"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8905"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8906"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8907"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8908"	"Eukaryota"	"Annelida"	"Polychaeta"	"Spionida"	"Spionidae"	"Polydora"	"Polydora_cornuta"
"ASV8909"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8910"	"Eukaryota"	"Chordata"	"Actinopteri"	"Mugiliformes"	"Mugilidae"	"Mugil"	"Mugil_cephalus"
"ASV8911"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8912"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8913"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8914"	"Eukaryota"	"Mollusca"	"Gastropoda"	"Nudibranchia"	"Facelinidae"	"Favorinus"	"Favorinus_branchialis"
"ASV8915"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8916"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8917"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8918"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8919"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8920"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8921"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8922"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8923"	"Eukaryota"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	NA	NA	NA
"ASV8924"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8925"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8926"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8927"	"Eukaryota"	"Annelida"	"Polychaeta"	"Orbiniidae"	"Orbiniidae"	NA	NA
"ASV8928"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8929"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8930"	"Eukaryota"	"Mollusca"	"Gastropoda"	"Littorinimorpha"	"Hydrobiidae"	"Peringia"	"Peringia_ulvae"
"ASV8931"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8932"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8933"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8934"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8935"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8936"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8937"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8938"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8939"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8940"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8941"	"Eukaryota"	"Annelida"	"Polychaeta"	"Orbiniidae"	"Orbiniidae"	"Scoloplos"	"Scoloplos_armiger"
"ASV8942"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8943"	"Eukaryota"	"Rhodophyta"	"Florideophyceae"	"Ahnfeltiales"	"Ahnfeltiaceae"	"Ahnfeltia"	"Ahnfeltia_borealis"
"ASV8944"	"Eukaryota"	"Mollusca"	"Cephalopoda"	"Sepiida"	"Sepiolidae"	"Sepiola"	"Sepiola_atlantica"
"ASV8945"	"Eukaryota"	"Bryozoa"	"Gymnolaemata"	"Cheilostomatida"	"Bugulidae"	"Bugulina"	"Bugulina_stolonifera"
"ASV8946"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8947"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8948"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8949"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8950"	"Eukaryota"	"Annelida"	"Polychaeta"	"Spionida"	"Spionidae"	"Laonice"	"Laonice_cirrata"
"ASV8951"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8952"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8953"	"Eukaryota"	"Cnidaria"	"Scyphozoa"	"Semaeostomeae"	"Ulmaridae"	"Aurelia"	"Aurelia_solida"
"ASV8954"	"Eukaryota"	"Chlorophyta"	"Palmophyllophyceae"	"Prasinococcales"	"Prasinococcaceae"	"Prasinoderma"	"Prasinoderma_coloniale"
"ASV8955"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8956"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8957"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8958"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8959"	"Eukaryota"	"Annelida"	"Polychaeta"	"Terebellida"	"Terebellidae"	"Eupolymnia"	"Eupolymnia_nebulosa"
"ASV8960"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8961"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8962"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8963"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8964"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8965"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8966"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8967"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8968"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8969"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8970"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8971"	"Eukaryota"	"Annelida"	"Polychaeta"	"Eunicida"	"Lumbrineridae"	"Lumbrineris"	"Lumbrineris_latreilli"
"ASV8972"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8973"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8974"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8975"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8976"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8977"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8978"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8979"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8980"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8981"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8982"	"Eukaryota"	"Bryozoa"	"Gymnolaemata"	"Ctenostomatida"	"Vesiculariidae"	"Amathia"	"Amathia_verticillata"
"ASV8983"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8984"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8985"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8986"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8987"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8988"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8989"	"Eukaryota"	"Arthropoda"	NA	NA	NA	NA	NA
"ASV8990"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8991"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8992"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8993"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8994"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8995"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8996"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8997"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8998"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV8999"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9000"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9001"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9002"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9003"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9004"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9005"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9006"	"Eukaryota"	"Annelida"	"Polychaeta"	"Eunicida"	"Dorvilleidae"	"Ophryotrocha"	"Ophryotrocha_labronica"
"ASV9007"	"Eukaryota"	"Bacillariophyta"	"Bacillariophyceae"	NA	NA	NA	NA
"ASV9008"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9009"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9010"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9011"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9012"	"Eukaryota"	"Mollusca"	"Bivalvia"	"Veneroida"	"Montacutidae"	"Kurtiella"	"Kurtiella_bidentata"
"ASV9013"	"Eukaryota"	"Bacillariophyta"	"Bacillariophyceae"	"Bacillariales"	"Bacillariaceae"	NA	NA
"ASV9014"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9015"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9016"	"Eukaryota"	"Porifera"	"Demospongiae"	"Dendroceratida"	"Halisarcidae"	"Halisarca"	"Halisarca_dujardini"
"ASV9017"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9018"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9019"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9020"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9021"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9022"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9023"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9024"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Sessilia"	"Verrucidae"	"Verruca"	"Verruca_stroemia"
"ASV9025"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9026"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9027"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9028"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9029"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9030"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9031"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9032"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9033"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9034"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9035"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9036"	"Eukaryota"	"Gastrotricha"	"Chaetonotida"	"Chaetonotida"	"Chaetonotidae"	NA	NA
"ASV9037"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9038"	"Eukaryota"	"Arthropoda"	"Malacostraca"	"Decapoda"	"Pilumnidae"	"Pilumnus"	"Pilumnus_aestuarii"
"ASV9039"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9040"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9041"	"Eukaryota"	"Bacillariophyta"	"Bacillariophyceae"	"Naviculales"	"Naviculaceae"	"Navicula"	"Navicula_ramosissima"
"ASV9042"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9043"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9044"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9045"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9046"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9047"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9048"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Mamiellaceae"	"Micromonas"	"Micromonas_pusilla"
"ASV9049"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Mamiellaceae"	"Micromonas"	"Micromonas_pusilla"
"ASV9050"	"Eukaryota"	"Evosea"	"Squamamoeba"	"Squamamoeba"	"Squamamoeba"	"Squamamoeba"	"Squamamoeba_japonica"
"ASV9051"	"Eukaryota"	"Bacillariophyta"	"Bacillariophyceae"	"Bacillariales"	"Bacillariaceae"	"Cylindrotheca"	"Cylindrotheca_closterium"
"ASV9052"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9053"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9054"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9055"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9056"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9057"	"Eukaryota"	"Arthropoda"	"Malacostraca"	"Decapoda"	"Polybiidae"	"Liocarcinus"	"Liocarcinus_navigator"
"ASV9058"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9059"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9060"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9061"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9062"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9063"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9064"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9065"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9066"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9067"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV9068"	"Eukaryota"	NA	NA	NA	NA	NA	NA
